Gene_acc,Gene_id,logFC,logCPM,log_PValue,Desc
12334,Tb927.11.9680,-0.019048021,5.452439391,0.193303741,hypothetical protein  conserved
12335,Tb927.11.6610,-0.018990441,5.945527295,0.193319326,hypothetical protein  conserved
12336,KS17gene_4860a,0.06133819,1.392773116,0.193127933,none
12337,Tb927.7.2450,-0.014783323,6.492260265,0.193017134,SUMO-interacting motif-containing protein
12338,Tb927.3.1610,0.015484925,6.253667816,0.193039331,CMGC/CLK family protein kinase  putative
12339,KS17gene_7561a,-0.037623084,2.853033623,0.192760818,none
12340,Tb2.NT.58,0.040865501,2.77331728,0.192379371,Noncoding RNA  putative
12341,Tb927_06_v4.snoRNA.0001,0.089754399,-0.025106022,0.192267201,C/D snoRNA
12342,Tb927.3.3180,0.016248668,6.41649756,0.19217204,Nucleoporin NUP98
12343,Tb927.7.1370,0.022867521,5.261000179,0.191947999,spliced leader RNA PSE-promoter transcription factor  putative
12344,KS17gene_4546a,0.056993535,1.730071624,0.191584264,none
12345,Tb427VSG-6565,-0.038692826,3.011389302,0.191503724,none
12346,Tb11.v5.1048,0.038334271,3.235000163,0.191533911,protein kinase  putative
12347,Tb927_09_v4.snoRNA.0108,0.075195907,0.815311691,0.191239674,C/D snoRNA
12348,MSTRG.826,0.071226061,1.126280869,0.191160628,none
12349,MSTRG.551,0.020809811,5.258921122,0.191122035,none
12350,Tb927.11.16180,0.061041679,1.569339611,0.190953806,hypothetical protein
12351,KS17gene_6722a,0.018542902,5.204225459,0.190971666,none
12352,Tb427VSG-7286,-0.185551656,-1.378775743,0.191009787,none
12353,Tb927.6.890,0.015088662,6.957874819,0.190864013,hypothetical protein  conserved
12354,KS17gene_8580a,-0.036479587,3.046527569,0.190877048,none
12355,KS17gene_5125a,0.037365134,3.097929994,0.190470149,none
12356,Tb927.4.1770,-0.017380574,5.774702177,0.190204338,hypothetical protein  conserved
12357,TRY.718,-0.054885167,1.544580042,0.19003201,none
12358,Tb927.11.12170,-0.018311516,5.271138574,0.189985645,hypothetical protein  conserved
12359,Tb927.11.5990,0.015384873,5.86648342,0.189642567,LSU ribosomal protein  mitochondrial  putative
12360,Tb927.4.1040,-0.02208866,4.816634179,0.189200956,hypothetical protein  conserved
12361,KS17gene_2095a,0.042037223,2.765133803,0.189144823,none
12362,Tb927.11.2700,-0.014997133,6.562726869,0.189035327,Basal body protein
12363,Tb927.11.5690,0.014618673,6.567786501,0.189037793,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily-related  putative
12364,KS17gene_7721a,-0.0404708,2.725810389,0.189049951,none
12365,KS17gene_2757a,-0.032290791,3.554713316,0.188943332,none
12366,KS17gene_6396a,0.034214136,3.296893936,0.188950796,none
12367,Tb927.7.4720,-0.036779712,3.336850095,0.188851944,hypothetical protein
12368,TRY.906,-0.02682403,4.254370645,0.188855552,none
12369,TRY.561,0.026351328,6.048357406,0.188711212,none
12370,KS17gene_2846a,-0.052678068,2.019850425,0.188669312,none
12371,Tb11.v5.0824,0.015842805,6.827060362,0.188526223,hypothetical protein  conserved
12372,Tb927.10.9210,0.035333264,4.677717365,0.188437401,hypothetical protein  conserved
12373,Tb927.10.5910,-0.016502899,5.722280529,0.188439131,Basal body protein
12374,KS17gene_7244a,-0.020215296,4.781369562,0.188318665,none
12375,Tb927.3.2140,0.014938637,7.407249243,0.188197887,transcription activator  putative
12376,KS17gene_4566a,-0.100200223,0.263337065,0.18815171,none
12377,KS17gene_5021a,-0.061564144,1.164284124,0.187967265,none
12378,MSTRG.538,0.117258293,-0.598732211,0.187971455,none
12379,Tb927.7.1550,0.016178062,5.89979636,0.187852812,KRET2
12380,TRY.727,-0.055252457,1.719849138,0.187880744,none
12381,MSTRG.39,-0.040538396,2.755129156,0.187755052,none
12382,Tb11.v5.0517,0.015918826,6.359864822,0.187394485,hypothetical protein  conserved
12383,KS17gene_4329a,0.026118436,4.145525079,0.187322026,none
12384,Tb927.5.390,0.014145394,6.722488103,0.187265122,75 kDa invariant surface glycoprotein  putative
12385,KS17gene_5807a,-0.074685021,0.702717706,0.187219877,none
12386,Tb927.8.1290,-0.031617269,4.810596529,0.186992374,SUMO-interacting motif-containing protein
12387,Tb927.11.1770,0.017644998,5.380987239,0.186627607,hypothetical protein  conserved
12388,Tb927.11.1790,0.017347427,5.957785572,0.186657163,histone H1
12389,TRY.619,-0.100244449,-0.364226162,0.18631262,none
12390,Tb927.11.12710,-0.021710926,4.893287079,0.186328196,variant surface glycoprotein (VSG)-related  putative
12391,MSTRG.319,0.05881652,1.709511905,0.18633741,none
12392,Tb927.10.2120,-0.03553229,3.163181407,0.186350769,U1 small nuclear ribonucleoprotein C  putative
12393,MSTRG.672,-0.020121952,4.854350746,0.186397333,none
12394,Tb927.11.12380,0.015918474,5.828305619,0.186433551,hypothetical protein  conserved
12395,MSTRG.621,-0.032619338,3.173060243,0.186440865,none
12396,Tb927.10.13170,0.029132827,3.57224831,0.186480423,hypothetical protein  conserved
12397,Tb927.5.650,-0.017306238,6.195511432,0.186042853,receptor-type adenylate cyclase GRESAG 4  putative
12398,Tb927.9.5440,-0.020143817,5.432302547,0.1859731,actin  putative
12399,Tb927.11.15650,-0.019999131,5.044273095,0.185732694,terminal uridylyltransferase 4
12400,Tb10.v4.0039,-0.019999856,5.750480206,0.185232048,hypothetical protein  conserved
12401,Tb927.8.2200,0.016214206,6.523229786,0.185027563,terbinafine resistance locus protein (yip1)  putative
12402,MSTRG.566,-0.031932609,3.736764717,0.185053194,none
12403,Tb927.8.2630,0.02204892,6.308490328,0.18484563,kinesin-C
12404,TRY.662,0.019989337,5.06967263,0.184753055,none
12405,Tb927.3.4170,-0.02357547,4.477091421,0.184621942,CRK9-associated protein
12406,TRY.719,-0.027774919,3.70790592,0.184543403,none
12407,Tb10.v4.0159,-0.049850774,1.70956912,0.184338022,variant surface glycoprotein (VSG)  putative
12408,MSTRG.137,-0.136559033,-0.524338344,0.184274708,none
12409,Tb927.11.2810,0.015993818,5.492622237,0.184034802,Protein of unknown function (DUF3773)  putative
12410,Tb927.11.13785,-0.029696914,4.116743431,0.183964569,hypothetical protein
12411,Tb927.10.5960,-0.048164873,2.105585269,0.183757971,engulfment and cell motility domain 2  putative
12412,Tb11.v5.0425,0.027345388,3.799813645,0.183774588,receptor-type adenylate cyclase GRESAG 4  putative
12413,KS17gene_6048a,0.023924164,4.274575507,0.183778178,none
12414,Tb927.11.12365,0.02743145,3.673706022,0.183476417,hypothetical protein
12415,Tb927.9.1910,-0.01754116,5.283862534,0.182965902,hypothetical protein  conserved
12416,KS17gene_5080a,-0.04258436,2.254013547,0.182982304,none
12417,KS17gene_5170a,0.049521064,1.951851385,0.182658133,none
12418,Tb927.6.3280,0.016032387,6.641240782,0.18265868,cyclosome subunit 1  putative
12419,Tb927.8.4760,-0.025111361,4.641720667,0.182718389,kinetoplastid kinetochore protein 20
12420,KS17gene_8008a,-0.033554219,2.866909748,0.182543537,none
12421,KS17gene_86a,-0.041963254,3.406439312,0.182547869,none
12422,Tb927.1.4680,-0.022444887,5.424190151,0.182608475,Kinetochore interacting protein 6
12423,Tb927.8.5390,-0.02635038,4.337290445,0.182309263,cdc2-related protein kinase 4  putative
12424,KS17gene_7392a,0.043123118,2.059367524,0.18219073,none
12425,Tb927.4.4570,-0.014042468,7.234766853,0.182110347,hypothetical protein  conserved
12426,Tb927.6.900,0.016876826,5.315481963,0.181575077,Substrate of Polo-like kinase in the basal body 1
12427,Tb927.5.2210,-0.021520495,4.396876802,0.181264937,hypothetical protein  conserved
12428,Tb927.1.2770,0.022183368,4.776487733,0.181172046,hypothetical protein  conserved
12429,Tb927.10.8320,-0.017990574,5.909679959,0.180959073,cytochrome oxidase subunit IX  putative
12430,MSTRG.735,0.038194242,3.045821381,0.180961088,none
12431,Tb11.v5.0782,-0.022620849,4.822819886,0.180965193,hypothetical protein  conserved
12432,Tb927.10.930,-0.015179779,6.100217924,0.180468096,hypothetical protein  conserved
12433,MSTRG.670,-0.020188567,4.984853908,0.1804105,none
12434,Tb11.0560,0.01411162,7.417727984,0.180340352,hypothetical protein  conserved
12435,Tb927.2.5070,0.042032979,2.927098633,0.180242152,hypothetical protein  conserved
12436,Tb927.8.5690,0.024037714,4.68284001,0.179969673,KREPB8
12437,Tb927.8.2130,0.02019135,4.876778783,0.179880422,cyclic nucleotide-binding domain containing protein  putative
12438,Tb927.10.3330,0.023564263,5.023385831,0.179799316,DDRGK domain containing protein  putative
12439,TRY.258,-0.111645425,-0.500339425,0.179830051,none
12440,Tb11.1120,-0.16848762,-1.18796343,0.179730473,variant surface glycoprotein (VSG  pseudogene)  putative
12441,KS17gene_8300a,-0.036887947,2.740088376,0.179647041,none
12442,Tb927.11.690,0.025650772,4.963185645,0.179451738,hypothetical protein  conserved
12443,Tb927.6.1180,0.014073818,6.9249852,0.179406068,hypothetical protein  conserved
12444,Tb927.6.2140,0.016072618,5.896238776,0.179241808,hypothetical protein  conserved
12445,Tb927.7.4830,-0.022968754,4.240223718,0.179256667,kinesin  putative
12446,Tb927.9.3680,-0.014650466,6.711565777,0.179303461,hypothetical protein  conserved
12447,Tb927.2.2220,0.028076313,3.955668524,0.17891341,hypothetical protein  conserved
12448,Tb927.4.3000,-0.023243141,4.460284542,0.1789165,hypothetical protein  conserved
12449,KS17gene_2761a,-0.032083866,3.903368463,0.178956087,none
12450,Tb927.4.1180,0.021530658,5.176001364,0.178780744,Programmed cell death protein 2  C-terminal putative domain containing protein  putative
12451,Tb927_09_v4.snoRNA.0029,0.134625033,-0.931276826,0.178802683,C/D snoRNA
12452,KS17gene_5595a,0.052955688,1.659016684,0.178336116,none
12453,Tb927.11.11460,0.013567644,7.991239668,0.17812777,Mitochondrial import receptor subunit ATOM69
12454,TRY.463,0.065066474,0.740114851,0.178091299,none
12455,Tb927.7.3820,0.018650426,5.477421589,0.178010415,hypothetical protein  conserved
12456,Tb927.11.4750,-0.01659373,8.074210785,0.178039513,hypothetical protein
12457,Tb927.9.5490,0.015128469,6.365398799,0.177909625,cation transporter  putative
12458,KS17gene_1242a,-0.02128663,4.909901467,0.177781766,none
12459,Tb927.10.9780,0.013623559,7.193898644,0.177407747,ATP-dependent DEAD/H RNA helicase  putative
12460,Tb927.10.11570,0.017153036,5.699883418,0.177321613,hypothetical protein  conserved
12461,Tb927.11.6290,0.03231194,3.169415624,0.177265641,HIT zinc finger  putative
12462,Tb11.v5.0972,0.035124714,3.689793177,0.176873476,hypothetical protein  conserved
12463,KS17gene_3078a,-0.029321476,3.913478775,0.176874589,none
12464,Tb927.11.9230,-0.021191548,4.575248486,0.17662354,hypothetical protein  conserved
12465,Tb927.7.6180,-0.019739919,5.214455369,0.176487719,hypothetical protein  conserved
12466,KS17gene_1816a,0.02612971,3.678928389,0.176156902,none
12467,Tb927.11.13340,0.015672104,6.42787947,0.17604017,hypothetical protein  conserved
12468,KS17gene_1277a,0.049727715,1.930089123,0.175789889,none
12469,Tb927.11.16120,0.019494051,5.409492384,0.175537698,hypothetical protein  conserved
12470,Tb927.4.2160,-0.018728942,4.955271897,0.175556545,hypothetical protein  conserved
12471,Tb927.7.1780,-0.014059488,7.61056383,0.175427424,Adenine phosphoribosyltransferase  putative
12472,Tb927.8.5310,0.015121992,5.731303394,0.175003978,Polyketide cyclase / dehydrase and lipid transport  putative
12473,TRY.504,0.023431781,3.994450747,0.174853393,none
12474,Tb927.6.4270,-0.027538938,4.334097355,0.174694184,hypothetical protein  conserved
12475,Tb11.v4.0044,0.022152733,4.719407463,0.174611827,variant surface glycoprotein (VSG  pseudogene)  putative
12476,Tb927.6.2290,0.014933029,6.366319576,0.174439517,50S ribosome-binding GTPase  putative
12477,Tb927_09_v4.snoRNA.0114,0.112825527,-0.556896736,0.174178025,C/D snoRNA
12478,MSTRG.763,-0.146137498,-1.213718697,0.174141506,none
12479,Tb927.6.3730,-0.020804922,4.544862754,0.174094143,chaperone protein DnaJ  putative
12480,Tb427VSG-3705,-0.152761775,-1.293857969,0.174015209,none
12481,MSTRG.221,-0.12514005,-0.686170187,0.173897572,none
12482,KS17gene_6922a,-0.054267595,1.467629441,0.173931988,none
12483,MSTRG.910,-0.069888008,0.422326731,0.173758877,none
12484,Tb927.9.11030,0.023515003,4.352718647,0.173692374,cAMP-dependent protein kinase catalytic subunit 2
12485,KS17gene_1586a,0.051655631,1.709580349,0.173328694,none
12486,MSTRG.683,-0.022569838,4.348949456,0.173208949,none
12487,Tb7.NT.24,0.028677877,3.831207083,0.172886254,Noncoding RNA  putative
12488,Tb927.5.3160,0.014340546,7.247104713,0.172897911,CMGC/CLK family protein kinase  putative
12489,TRY.782,0.021809552,4.716426889,0.172918269,none
12490,Tb11.v5.0905,0.022759122,4.151233521,0.172807353,hypothetical protein  conserved
12491,Tb927.6.4580,0.018910277,4.924370226,0.172616441,Mitochondrial SSU ribosomal protein  putative
12492,KS17gene_160a,0.031466368,3.895312489,0.172568413,none
12493,Tb927.10.7110,-0.013106015,6.9274077,0.172307038,Myo-inositol 1-phosphate synthase
12494,Tb927.4.5370,-0.023436538,4.235501152,0.172195171,Component of motile flagella 39
12495,Tb927.8.5040,-0.019407418,5.009338583,0.172195219,EMG1/NEP1 methyltransferase  putative
12496,Tb927.10.12180,0.014756539,5.684039203,0.17212497,hypothetical protein  conserved
12497,Tb927.10.9500,0.022336069,4.345972241,0.171862737,expression site-associated gene 3 (ESAG3) protein  putative
12498,Tb927.5.2250,0.023530369,4.770997129,0.171682922,META domain/Domain of unknown function (DUF1935)  putative
12499,KS17gene_4195a,0.018870407,5.024940207,0.171364287,none
12500,Tb927.9.12800,0.015263433,6.448449503,0.171386772,hypothetical protein  conserved
12501,Tb927.5.3910,-0.020017399,4.977797133,0.171168685,small nuclear RNA-activating protein
12502,Tb11.v5.0754,0.013550168,8.114733588,0.17097435,variant surface glycoprotein (VSG)  putative
12503,KS17gene_1649a,0.032700029,2.817668459,0.170992255,none
12504,KS17gene_4116a,0.040194046,2.25165226,0.170995225,none
12505,Tb11.v5.0371,0.021198961,4.275088012,0.170827407,hypothetical protein  conserved
12506,Tb927.10.5230,-0.015255337,5.56548667,0.170839529,ADP-ribosylation factor-like protein 13  putative
12507,Tb927.4.3590,-0.013095382,7.964815863,0.170779257,translation elongation factor 1-beta  putative
12508,MSTRG.851,0.022172716,4.129259954,0.170534849,none
12509,Tb927.10.7410,-0.011703434,8.902801722,0.17045225,succinyl-CoA ligase [GDP-forming] beta-chain  putative
12510,KS17gene_6552a,-0.056544346,1.181668646,0.169991951,none
12511,MSTRG.247,-0.01904722,7.026630246,0.169901484,none
12512,Tb927.9.10640,0.014568762,5.753318929,0.169493567,synaptojanin (N-terminal domain)  putative
12513,Tb11.0420,0.03283461,3.346796375,0.169511299,hypothetical protein
12514,TRY.813,-0.069555481,0.438959267,0.169517938,none
12515,Tb927.9.3560,-0.021253734,4.826462537,0.169552353,hypothetical protein  conserved
12516,Tb927.11.10760,0.013232341,7.387759021,0.169569969,kinesin-D
12517,KS17gene_5073a,-0.019509436,4.757954217,0.169352397,none
12518,Tb11.NT.27,-0.027174569,3.973164002,0.169222137,Noncoding RNA  putative
12519,KS17gene_4528a,-0.034943487,2.97772744,0.169022928,none
12520,KS17gene_1137a,-0.016548376,5.397067283,0.168878762,none
12521,Tb11.1400,-0.018374535,4.885808555,0.168473127,hypothetical protein  conserved (pseudogene)
12522,Tb927.1.1120,-0.023005211,4.435578693,0.168504047,ribosomal RNA-processing protein 8  putative
12523,Tb927.7.710,-0.011890145,8.685574716,0.168189116,heat shock 70 kDa protein  putative
12524,MSTRG.810,0.039973107,2.759318184,0.168073116,none
12525,Tb927.11.1210,0.013484477,6.215771017,0.168079369,Domain of unknown function (DUF4470)/Domain of unknown function (DUF4471)  putative
12526,KS17gene_4523a,0.030685497,3.80669496,0.167964647,none
12527,Tb11.v5.0672,0.019037642,6.626029944,0.167920097,cardiolipin synthetase  putative
12528,Tb927.9.8130,-0.012748779,7.75165598,0.167884002,nascent polypeptide associated complex subunit  putative
12529,Tb927.11.15855,-0.024012787,4.941912388,0.167700744,hypothetical protein
12530,TRY.585,0.018974856,4.830150441,0.167597922,none
12531,Tb927.10.12640,-0.014909088,6.467520572,0.167397713,chaperone protein DnaJ  putative
12532,KS17gene_4863a,0.020480945,4.855449798,0.167405036,none
12533,Tb927.11.2950,0.013241965,6.422153322,0.167203101,Nucleoporin NUP89
12534,Tb927.8.3590,-0.013913864,6.985947425,0.167214848,hypothetical protein  conserved
12535,TRY.525,-0.025756241,4.929070402,0.167235389,none
12536,Tb927.7.5540,-0.014362774,5.652746067,0.167251621,2 4-dienoyl-coa reductase-like protein
12537,Tb927.9.5730,-0.017107743,7.58384485,0.167323561,nucleosome assembly protein-like protein
12538,KS17gene_8104a,-0.029601568,3.158125046,0.167031291,none
12539,Tb927.4.3650,-0.028099796,3.824197008,0.167051437,serine threonine-protein phosphatase PP1  putative
12540,Tb927.10.1730,0.01839987,5.264536473,0.167073562,Polyadenylation mediator complex protein PAMC3  putative
12541,Tb927.3.3990,-0.01912783,4.681072975,0.166678818,KREPB6
12542,Tb927.3.4950,0.016505998,5.528145829,0.166693535,hypothetical protein  conserved
12543,Tb927.2.3750,0.015888413,5.354735329,0.166697891,Domain of unknown function (DUF4520)  putative
12544,Tb11.v5.0566,-0.014273782,6.630464464,0.16650123,hypothetical protein  conserved
12545,KS17gene_5020a,0.023727524,4.2336902,0.166359166,none
12546,Tb927.6.1430,0.015298684,6.545621813,0.166036647,hypothetical protein  conserved
12547,Tb927.8.6300,-0.014207824,6.178188648,0.166049562,hypothetical protein  conserved
12548,Tb927_09_v4.snoRNA.0037,-0.102000151,-0.371470364,0.166049894,C/D snoRNA
12549,TRY.47,-0.067662359,0.392741281,0.166059266,none
12550,KS17gene_4241a,0.038284854,2.21350897,0.166167757,none
12551,Tb11.0390,0.013021334,7.337670744,0.166207494,chrXI additional  unordered contigs
12552,KS17gene_5675a,-0.028663193,3.354966509,0.165874305,none
12553,Tb927.11.16890,-0.013499955,7.756189363,0.165562145,Tetratricopeptide-like helical domain containing protein
12554,MSTRG.597,0.018644024,4.774026397,0.165568029,none
